Date,PX_LAST
2008-12-24,5.1167
2008-12-26,5.125
2008-12-29,5.0453
2008-12-30,5.2067
2008-12-31,5.35
2009-01-02,5.5367
2009-01-05,5.5081
2009-01-06,5.6585
2009-01-07,5.4767
2009-01-08,5.5083
2009-01-09,5.37
2009-01-12,5.29
2009-01-13,5.3533
2009-01-14,5.1433
2009-01-15,5.16
2009-01-16,5.2767
2009-01-20,5.0067
2009-01-21,5.1433
2009-01-22,5.11
2009-01-23,5.1483
2009-01-26,5.2597
2009-01-27,5.3067
2009-01-28,5.44
2009-01-29,5.2967
2009-01-30,5.19
2009-02-02,5.24
2009-02-03,5.25
2009-02-04,5.3033
2009-02-05,5.3467
2009-02-06,5.4779
2009-02-09,5.45
2009-02-10,5.25
2009-02-11,5.2567
2009-02-12,5.2733
2009-02-13,5.3333
2009-02-17,5.1315
2009-02-18,5.0433
2009-02-19,4.9517
2009-02-20,4.8479
2009-02-23,4.7133
2009-02-24,4.86
2009-02-25,4.9081
2009-02-26,4.7433
2009-02-27,4.7667
2009-03-02,4.5633
2009-03-03,4.5711
2009-03-04,4.7
2009-03-05,4.57
2009-03-06,4.4693
2009-03-09,4.4067
2009-03-10,4.63
2009-03-11,4.7033
2009-03-12,4.8733
2009-03-13,4.88
2009-03-16,4.804
2009-03-17,4.94
2009-03-18,4.9507
2009-03-19,5.0467
2009-03-20,4.92
2009-03-23,5.18
2009-03-24,5.09
2009-03-25,5.0933
2009-03-26,5.3367
2009-03-27,5.2067
2009-03-30,5.07
2009-03-31,5.2167
2009-04-01,5.2667
2009-04-02,5.49
2009-04-03,5.5433
2009-04-06,5.4467
2009-04-07,5.3367
2009-04-08,5.4333
2009-04-09,5.6033
2009-04-13,5.5533
2009-04-14,5.47
2009-04-15,5.4133
2009-04-16,5.6267
2009-04-17,5.6533
2009-04-20,5.4467
2009-04-21,5.55
2009-04-22,5.58
2009-04-23,5.55
2009-04-24,5.6433
2009-04-27,5.64
2009-04-28,5.64
2009-04-29,5.8033
2009-04-30,5.76
2009-05-01,5.78
2009-05-04,5.8733
2009-05-05,5.8567
2009-05-06,5.83
2009-05-07,5.72
2009-05-08,5.7533
2009-05-11,5.7367
2009-05-12,5.6967
2009-05-13,5.5233
2009-05-14,5.6033
2009-05-15,5.6467
2009-05-18,5.75
2009-05-19,5.7767
2009-05-20,5.7433
2009-05-21,5.68
2009-05-22,5.6667
2009-05-26,5.8567
2009-05-27,5.78
2009-05-28,5.79
2009-05-29,5.8
2009-06-01,6.05
2009-06-02,6.08
2009-06-03,6.0067
2009-06-04,6.09
2009-06-05,6.1033
2009-06-08,6.0267
2009-06-09,6.1359
2009-06-10,6.1
2009-06-11,6.1377
2009-06-12,6.1167
2009-06-15,5.9907
2009-06-16,5.9333
2009-06-17,5.9567
2009-06-18,5.9867
2009-06-19,6.0067
2009-06-22,5.8433
2009-06-23,5.84
2009-06-24,5.8605
2009-06-25,5.9733
2009-06-26,6.0527
2009-06-29,6.06
2009-06-30,6.0567
2009-07-01,6.1533
2009-07-02,5.9867
2009-07-06,5.9133
2009-07-07,5.83
2009-07-08,5.7867
2009-07-09,5.7967
2009-07-10,5.8033
2009-07-13,5.9067
2009-07-14,5.9467
2009-07-15,6.1433
2009-07-16,6.2333
2009-07-17,6.2633
2009-07-20,6.31
2009-07-21,6.36
2009-07-22,6.38
2009-07-23,6.5067
2009-07-24,6.5067
2009-07-27,6.4967
2009-07-28,6.5283
2009-07-29,6.5867
2009-07-30,6.62
2009-07-31,6.5867
2009-08-03,6.63
2009-08-04,6.68
2009-08-05,6.6167
2009-08-06,6.5533
2009-08-07,6.69
2009-08-10,6.6567
2009-08-11,6.6033
2009-08-12,6.6933
2009-08-13,6.74
2009-08-14,6.6503
2009-08-17,6.5233
2009-08-18,6.5967
2009-08-19,6.6467
2009-08-20,6.68
2009-08-21,6.7967
2009-08-24,6.81
2009-08-25,6.8333
2009-08-26,6.8533
2009-08-27,6.8467
2009-08-28,6.8005
2009-08-31,6.7067
2009-09-01,6.59
2009-09-02,6.54
2009-09-03,6.6033
2009-09-04,6.7
2009-09-08,6.76
2009-09-09,6.9
2009-09-10,6.9833
2009-09-11,6.9667
2009-09-14,7.0033
2009-09-15,6.9933
2009-09-16,7.08
2009-09-17,7.09
2009-09-18,7.0867
2009-09-21,7.1567
2009-09-22,7.1867
2009-09-23,7.2323
2009-09-24,7.1167
2009-09-25,7.059
2009-09-28,7.1833
2009-09-29,7.1687
2009-09-30,7.1167
2009-10-01,6.9167
2009-10-02,6.8733
2009-10-05,6.9767
2009-10-06,7.1
2009-10-07,7.09
2009-10-08,7.11
2009-10-09,7.2067
2009-10-12,7.21
2009-10-13,7.2167
2009-10-14,7.3133
2009-10-15,7.2887
2009-10-16,7.232
2009-10-19,7.31
2009-10-20,7.2267
2009-10-21,7.1933
2009-10-22,7.2333
2009-10-23,7.1567
2009-10-26,7.1033
2009-10-27,7.0233
2009-10-28,6.8733
2009-10-29,7.0
2009-10-30,6.8267
2009-11-02,6.79
2009-11-03,6.8733
2009-11-04,6.9026
2009-11-05,7.0467
2009-11-06,7.0667
2009-11-09,7.2
2009-11-10,7.1966
2009-11-11,7.25
2009-11-12,7.22
2009-11-13,7.2567
2009-11-16,7.4067
2009-11-17,7.41
2009-11-18,7.3667
2009-11-19,7.2233
2009-11-20,7.1667
2009-11-23,7.2833
2009-11-24,7.2533
2009-11-25,7.2633
2009-11-27,7.1533
2009-11-30,7.1267
2009-12-01,7.21
2009-12-02,7.25
2009-12-03,7.274
2009-12-04,7.3267
2009-12-07,7.3233
2009-12-08,7.28
2009-12-09,7.2933
2009-12-10,7.3133
2009-12-11,7.3155
2009-12-14,7.3667
2009-12-15,7.3233
2009-12-16,7.384
2009-12-17,7.3233
2009-12-18,7.3633
2009-12-21,7.4733
2009-12-22,7.5533
2009-12-23,7.6367
2009-12-24,7.7033
2009-12-28,7.6833
2009-12-29,7.6567
2009-12-30,7.69
2009-12-31,7.69
2010-01-04,7.7373
2010-01-05,7.74
2010-01-06,7.6867
2010-01-07,7.6467
2010-01-08,7.69
2010-01-11,7.6302
2010-01-12,7.53
2010-01-13,7.6333
2010-01-14,7.6753
2010-01-15,7.5633
2010-01-19,7.6667
2010-01-20,7.6
2010-01-21,7.5333
2010-01-22,7.282
2010-01-25,7.3167
2010-01-26,7.363
2010-01-27,7.35
2010-01-28,7.2733
2010-01-29,7.1367
2010-02-01,7.2033
2010-02-02,7.2461
2010-02-03,7.22
2010-02-04,6.9667
2010-02-05,6.9733
2010-02-08,6.9813
2010-02-09,7.0467
2010-02-10,7.04
2010-02-11,7.1333
2010-02-12,7.18
2010-02-16,7.3067
2010-02-17,7.3366
2010-02-18,7.4033
2010-02-19,7.4267
2010-02-22,7.3767
2010-02-23,7.3155
2010-02-24,7.3567
2010-02-25,7.31
2010-02-26,7.3333
2010-03-01,7.4733
2010-03-02,7.4933
2010-03-03,7.4808
2010-03-04,7.4667
2010-03-05,7.61
2010-03-08,7.6233
2010-03-09,7.66
2010-03-10,7.7067
2010-03-11,7.7033
2010-03-12,7.6692
2010-03-15,7.6433
2010-03-16,7.68
2010-03-17,7.7967
2010-03-18,7.7575
2010-03-19,7.65
2010-03-22,7.7795
2010-03-23,7.8866
2010-03-24,7.7667
2010-03-25,7.736
2010-03-26,7.7033
2010-03-29,7.73
2010-03-30,7.7533
2010-03-31,7.7167
2010-04-01,7.6767
2010-04-05,7.8367
2010-04-06,7.84
2010-04-07,7.81
2010-04-08,7.7967
2010-04-09,7.84
2010-04-12,7.8833
2010-04-13,7.9
2010-04-14,8.0833
2010-04-15,8.1288
2010-04-16,8.0467
2010-04-19,7.9866
2010-04-20,8.1
2010-04-21,8.0833
2010-04-22,8.2145
2010-04-23,8.2733
2010-04-26,8.2733
2010-04-27,8.12
2010-04-28,8.0663
2010-04-29,8.1233
2010-04-30,7.9153
2010-05-03,8.0203
2010-05-04,7.76
2010-05-05,7.7025
2010-05-06,7.4807
2010-05-07,7.2833
2010-05-10,7.6233
2010-05-11,7.6533
2010-05-12,7.8334
2010-05-13,7.7467
2010-05-14,7.51
2010-05-17,7.5933
2010-05-18,7.4553
2010-05-19,7.4033
2010-05-20,7.13
2010-05-21,7.13
2010-05-24,7.2533
2010-05-25,7.1233
2010-05-26,7.1733
2010-05-27,7.4443
2010-05-28,7.3667
2010-06-01,7.1833
2010-06-02,7.2328
2010-06-03,7.42
2010-06-04,7.0633
2010-06-07,6.8667
2010-06-08,6.83
2010-06-09,6.8267
2010-06-10,7.0187
2010-06-11,7.1233
2010-06-14,7.15
2010-06-15,7.4067
2010-06-16,7.4081
2010-06-17,7.3967
2010-06-18,7.4133
2010-06-21,7.4167
2010-06-22,7.2333
2010-06-23,7.2303
2010-06-24,7.0733
2010-06-25,7.1233
2010-06-28,7.1421
2010-06-29,6.84
2010-06-30,6.6967
2010-07-01,6.6433
2010-07-02,6.6367
2010-07-06,6.5567
2010-07-07,6.8
2010-07-08,6.9033
2010-07-09,6.95
2010-07-12,7.02
2010-07-13,7.22
2010-07-14,7.25
2010-07-15,7.2667
2010-07-16,7.0339
2010-07-19,7.1267
2010-07-20,7.1733
2010-07-21,7.1033
2010-07-22,7.2767
2010-07-23,7.3067
2010-07-26,7.44
2010-07-27,7.4333
2010-07-28,7.2771
2010-07-29,7.2267
2010-07-30,7.2293
2010-08-02,7.3533
2010-08-03,7.3033
2010-08-04,7.38
2010-08-05,7.3767
2010-08-06,7.2967
2010-08-09,7.3807
2010-08-10,7.2433
2010-08-11,6.97
2010-08-12,6.85
2010-08-13,6.808
2010-08-16,6.8033
2010-08-17,6.9267
2010-08-18,6.98
2010-08-19,6.8133
2010-08-20,6.8033
2010-08-23,6.73
2010-08-24,6.6342
2010-08-25,6.6767
2010-08-26,6.6333
2010-08-27,6.7367
2010-08-30,6.6133
2010-08-31,6.5847
2010-09-01,6.7805
2010-09-02,6.88
2010-09-03,7.01
2010-09-07,6.8927
2010-09-08,6.9367
2010-09-09,6.9633
2010-09-10,6.9533
2010-09-13,7.1567
2010-09-14,7.2267
2010-09-15,7.24
2010-09-16,7.2333
2010-09-17,7.2733
2010-09-20,7.4467
2010-09-21,7.3933
