Date,PX_LAST
1999-12-31,1122.2
2000-01-31,1122.1
2000-02-29,1108.6
2000-03-31,1107.5
2000-04-30,1115.6
2000-05-31,1104.9
2000-06-30,1102.6
2000-07-31,1103.5
2000-08-31,1100.2
2000-09-30,1099.7
2000-10-31,1098.7
2000-11-30,1092.4
2000-12-31,1088.6
2001-01-31,1096.7
2001-02-28,1101.2
2001-03-31,1108.9
2001-04-30,1116.7
2001-05-31,1118.5
2001-06-30,1126.2
2001-07-31,1138.9
2001-08-31,1150.2
2001-09-30,1205.7
2001-10-31,1165.7
2001-11-30,1171.0
2001-12-31,1183.2
2002-01-31,1190.7
2002-02-28,1190.6
2002-03-31,1193.3
2002-04-30,1186.9
2002-05-31,1189.3
2002-06-30,1193.3
2002-07-31,1199.1
2002-08-31,1187.1
2002-09-30,1196.1
2002-10-31,1204.0
2002-11-30,1209.6
2002-12-31,1220.2
2003-01-31,1227.3
2003-02-28,1238.2
2003-03-31,1239.3
2003-04-30,1250.0
2003-05-31,1268.8
2003-06-30,1281.0
2003-07-31,1287.5
2003-08-31,1296.4
2003-09-30,1297.2
2003-10-31,1297.8
2003-11-30,1299.1
2003-12-31,1306.2
2004-01-31,1306.0
2004-02-29,1321.4
2004-03-31,1328.7
2004-04-30,1332.8
2004-05-31,1333.3
2004-06-30,1342.7
2004-07-31,1340.8
2004-08-31,1354.3
2004-09-30,1362.5
2004-10-31,1362.3
2004-11-30,1374.2
2004-12-31,1376.0
2005-01-31,1367.1
2005-02-28,1371.1
2005-03-31,1370.9
2005-04-30,1358.4
2005-05-31,1366.0
2005-06-30,1380.1
2005-07-31,1369.0
2005-08-31,1377.8
2005-09-30,1378.6
2005-10-31,1376.5
2005-11-30,1376.1
2005-12-31,1374.3
2006-01-31,1379.5
2006-02-28,1378.4
2006-03-31,1383.2
2006-04-30,1381.4
2006-05-31,1387.2
2006-06-30,1375.4
2006-07-31,1372.4
2006-08-31,1372.4
2006-09-30,1364.4
2006-10-31,1370.3
2006-11-30,1370.8
2006-12-31,1366.6
2007-01-31,1371.7
2007-02-28,1363.0
2007-03-31,1366.5
2007-04-30,1378.0
2007-05-31,1380.9
2007-06-30,1368.2
2007-07-31,1371.8
2007-08-31,1376.3
2007-09-30,1375.7
2007-10-31,1379.4
2007-11-30,1371.8
2007-12-31,1373.4
2008-01-31,1377.7
2008-02-29,1380.4
2008-03-31,1388.7
2008-04-30,1391.4
2008-05-31,1393.4
2008-06-30,1404.6
2008-07-31,1421.1
2008-08-31,1407.4
2008-09-30,1462.0
2008-10-31,1473.8
2008-11-30,1514.6
2008-12-31,1601.7
2009-01-31,1582.8
2009-02-28,1567.2
2009-03-31,1578.9
2009-04-30,1611.6
2009-05-31,1617.5
2009-06-30,1658.8
2009-07-31,1662.5
2009-08-31,1660.0
2009-09-30,1664.9
2009-10-31,1677.7
2009-11-30,1683.0
2009-12-31,1692.8
2010-01-31,1674.7
2010-02-28,1699.8
2010-03-31,1711.9
2010-04-30,1699.0
2010-05-31,1710.1
2010-06-30,1731.6
2010-07-31,1724.0
2010-08-31,1748.7
2010-09-30,1766.2
2010-10-31,1780.4
2010-11-30,1828.4
2010-12-31,1837.2
2011-01-31,1850.4
2011-02-28,1874.6
2011-03-31,1901.2
2011-04-30,1901.9
2011-05-31,1947.0
2011-06-30,1969.0
2011-07-31,2001.8
2011-08-31,2121.5
2011-09-30,2126.4
2011-10-31,2135.0
2011-11-30,2188.9
2011-12-31,2172.5
2012-01-31,2209.1
2012-02-29,2214.9
2012-03-31,2235.7
2012-04-30,2245.4
2012-05-31,2264.9
2012-06-30,2284.2
2012-07-31,2324.1
2012-08-31,2363.5
2012-09-30,2396.4
2012-10-31,2429.9
