,S&P 500 INDEX,Russell 1000 Value Index,Russell 2000 Total Return Index,Russell 2000 Index,Bloomberg US Corporate Total Return Value Unhedged USD,Bloomberg US Corporate High Yield Total Return Index Value Unhedged USD,LBMA Gold Price PM USD
,SPX Index,RLV Index,RU20INTR Index,RTY Index,LUACTRUU Index,LF98TRUU Index,GOLDLNPM Index
12/5/2014,2075.37,1033.05,5569.55,1182.431,2566.07,1628.87,1194
12/8/2014,2060.31,1026.22,5497.98,1167.21,2575.25,1624.67,1193
12/9/2014,2059.82,1025.65,5596.28,1188.057,2577.21,1614.73,1227
12/10/2014,2026.14,1008.45,5473.42,1161.865,2582.6,1608.36,1229
12/11/2014,2035.33,1012.88,5498.51,1166.957,2579.59,1604.31,1216.25
12/12/2014,2002.33,995.02,5430.26,1152.446,2588.47,1594.47,1217
12/15/2014,1989.63,987.95,5373.37,1140.295,2584,1586.92,1209.25
12/16/2014,1972.74,982.31,5369.13,1139.376,2583.29,1577.36,1202.5
12/17/2014,2012.89,1003.29,5536.54,1174.831,2575.07,1587.36,1195.75
12/18/2014,2061.23,1026.4,5618.66,1192.158,2573.57,1606.59,1199
12/19/2014,2070.65,1031.86,5636.57,1195.941,2580.82,1611.69,1195.5
12/22/2014,2078.54,1036.16,5664.66,1201.861,2585.58,1615.97,1195.25
12/23/2014,2082.17,1039.7,5667.79,1202.438,2570.2,1618.18,1175.75
12/24/2014,2081.88,1039.45,5688.71,1206.787,2572.59,1618.81,
12/26/2014,2088.77,1041.78,5729.08,1215.211,2575.67,1619.39,
12/29/2014,2090.57,1043.32,5749.79,1219.109,2583.14,1620.91,1185.5
12/30/2014,2080.35,1039.68,5721.77,1213.055,2585.64,1620.99,1206
12/31/2014,2058.9,1028.26,5682.5,1204.696,2587.44,1621.01,
1/2/2015,2058.2,1028.78,5654.77,1198.8,2596.58,1621.36,1172
1/5/2015,2020.58,1009.31,5572.5,1181.346,2607.69,1616.78,1200
1/6/2015,2002.61,1000.61,5478.09,1161.311,2618.48,1611.06,1210.25
1/7/2015,2025.9,1011.19,5547.41,1175.968,2621.04,1615.91,1210.5
1/8/2015,2062.14,1028.52,5642.53,1196.121,2612,1622.66,1215.5
1/9/2015,2044.81,1019.47,5593.26,1185.676,2619.59,1624.72,1217.75
1/12/2015,2028.26,1011.86,5566.96,1180.093,2628.97,1624,1226.5
1/13/2015,2023.03,1008.34,5569.82,1180.636,2630.52,1624.02,1231.5
1/14/2015,2011.27,1001.5,5553.27,1177.06,2633.95,1619.55,1235
1/15/2015,1992.67,993.16,5447.88,1154.709,2643.19,1621.07,1259
1/16/2015,2019.42,1006.32,5551.55,1176.655,2633.03,1619.67,1277.5
1/19/2015,,,,,,,1273.75
1/20/2015,2022.55,1004.89,5521.45,1170.254,2638.25,1621.05,1288.75
1/21/2015,2032.12,1010.3,5502.9,1166.251,2631.56,1620.96,1293.5
1/22/2015,2063.15,1026.2,5616.71,1190.371,2628.6,1624,1295.75
1/23/2015,2051.82,1018,5609.9,1188.928,2643.57,1626.12,1294.75
1/26/2015,2057.09,1022.12,5665.72,1200.74,2642.35,1627.89,1281.25
1/27/2015,2029.55,1010.74,5637.03,1194.658,2642.73,1627.87,1288.5
1/28/2015,2002.16,992.85,5545.14,1175.115,2660.19,1631.3,1288
1/29/2015,2021.25,1000.46,5616.62,1190.182,2653.12,1631.45,1268.75
1/30/2015,1994.99,985.97,5499.72,1165.392,2665.94,1631.71,1260.25
2/2/2015,2020.85,1000.11,5547.5,1175.515,2666.55,1632.3,1272.5
2/3/2015,2050.03,1016.52,5649.05,1196.988,2650.42,1637.31,1264.25
2/4/2015,2041.51,1011.32,5623.19,1191.442,2650.51,1639.46,1268.5
2/5/2015,2062.52,1022.46,5704.98,1208.707,2647.61,1643.16,1259.25
2/6/2015,2055.47,1019.28,5689.97,1205.464,2631.24,1647.69,1241
2/9/2015,2046.74,1014.9,5644.67,1195.826,2630.91,1647.85,1238.5
2/10/2015,2068.59,1023.64,5679.53,1203.179,2625.5,1648.48,1234.5
2/11/2015,2068.53,1021.29,5672.62,1201.555,2626.5,1648.47,1223.75
2/12/2015,2088.48,1032.07,5742.64,1216.266,2628.07,1650.26,1222.5
2/13/2015,2096.99,1034.93,5775.25,1223.131,2621.85,1651.66,1232.5
2/16/2015,,,,,,,1229.25
2/17/2015,2100.34,1036.97,5784.19,1225.014,2604.12,1653.98,1209.5
2/18/2015,2099.68,1035.1,5798.45,1227.955,2619.58,1656.15,1206
2/19/2015,2097.45,1031.08,5798.3,1227.911,2615.46,1656.46,1209.5
2/20/2015,2110.3,1036.98,5816.68,1231.789,2614.44,1658.01,1208.25
2/23/2015,2109.66,1035.36,5816.98,1231.831,2628.75,1659.98,1204.5
2/24/2015,2115.48,1039.17,5827.22,1233.976,2641.05,1663,1192.5
2/25/2015,2113.86,1037.55,5833.39,1235.101,2644.77,1665.64,1204.75
2/26/2015,2110.74,1033.65,5853.18,1239.114,2637.59,1669.15,1208.25
2/27/2015,2104.5,1030.75,5826.22,1233.368,2638.92,1671.04,1214
3/2/2015,2117.39,1035.23,5870.06,1242.619,2624.79,1671.73,1212.5
3/3/2015,2107.78,1030.66,5833.23,1234.763,2620.43,1669.97,1212.75
3/4/2015,2098.53,1026.04,5814.51,1230.73,2620.79,1667.19,1199.5
3/5/2015,2101.04,1027.48,5831.82,1234.313,2623.59,1667.5,1202
3/6/2015,2071.26,1012.85,5752.84,1217.515,2602.21,1663.36,1175.75
3/9/2015,2079.43,1016.59,5781.84,1223.587,2610.31,1661.57,1168.5
3/10/2015,2044.16,999.92,5710.8,1208.474,2619.16,1655.66,1162
3/11/2015,2040.24,1000.95,5746.31,1215.778,2621.77,1657.57,1150
3/12/2015,2065.95,1013.35,5845.65,1236.641,2622.66,1658.86,1152.25
3/13/2015,2053.4,1007.74,5824.67,1232.138,2618.89,1653.93,1152
3/16/2015,2081.19,1020.48,5860.99,1239.777,2618.15,1651.99,1150.75
3/17/2015,2074.28,1016.72,5872.61,1242.226,2622.25,1648.19,1150.75
3/18/2015,2099.5,1029.78,5919.81,1252.141,2640.72,1647.87,1147.25
3/19/2015,2089.27,1022.02,5932.96,1254.862,2637.77,1652.87,1166
3/20/2015,2108.1,1032.05,5987.39,1266.373,2645.39,1654.64,1183.1
3/23/2015,2104.42,1031.09,5979.73,1264.713,2646.96,1656.15,1186.25
3/24/2015,2091.5,1022.98,5974.12,1263.463,2653.87,1658,1191.5
3/25/2015,2061.05,1010.45,5834.4,1233.855,2646.26,1659.62,1195.6
3/26/2015,2056.15,1007.11,5825.97,1231.99,2630.8,1658.09,1203.15
3/27/2015,2061.02,1009.21,5868.47,1240.409,2644.62,1659.25,1195.75
3/30/2015,2086.24,1022.47,5951.17,1257.802,2642.11,1661.34,1185.5
3/31/2015,2067.89,1014.73,5927.72,1252.772,2647.34,1661.89,1187
4/1/2015,2059.69,1010.83,5922.99,1251.708,2659.59,1662.27,1197
4/2/2015,2066.96,1014.86,5941.75,1255.657,2653.76,1663.36,1198.5
4/3/2015,,,,,2664.46,1663.37,
4/6/2015,2080.62,1021.15,5965.02,1260.542,2653.53,1666.82,
4/7/2015,2076.33,1018.41,5931.08,1253.358,2660.44,1671.25,1211
4/8/2015,2081.9,1019.54,5975.58,1262.708,2662.54,1674.44,1207.25
4/9/2015,2091.18,1023.27,5958.66,1259.108,2650.8,1674.56,1194.8
4/10/2015,2102.06,1029.93,5985.52,1264.775,2652.96,1675.97,1207.35
4/13/2015,2092.43,1025.78,5990.01,1265.589,2655.2,1677.94,1198.9
4/14/2015,2095.84,1028.85,5988.99,1265.354,2659.89,1677.72,1194.75
4/15/2015,2106.63,1034.9,6036.61,1275.35,2659.91,1680.71,1192.9
4/16/2015,2104.99,1033.55,6025.03,1272.898,2662.5,1681.41,1204.35
4/17/2015,2081.18,1023.26,5925.45,1251.858,2667.59,1679.81,1203.35
4/20/2015,2100.4,1030,5987.36,1264.918,2659.28,1681.61,1196.5
4/21/2015,2097.29,1026.33,5983.76,1264.151,2657.86,1682.65,1195.3
4/22/2015,2107.96,1030.92,5990.29,1265.482,2647.74,1682.27,1189.25
4/23/2015,2112.93,1033.1,6019.02,1271.535,2652.85,1682.44,1185.75
4/24/2015,2117.69,1033.11,6000.09,1267.535,2657.49,1683.94,1183
4/27/2015,2108.92,1028.35,5929.91,1252.7,2656.92,1684.73,1200
4/28/2015,2114.76,1034.42,5961.79,1259.357,2645.78,1684.23,1209
4/29/2015,2106.85,1031.77,5903.28,1246.955,2631.75,1681.88,1209
4/30/2015,2085.51,1023.04,5776.54,1220.125,2628.8,1681.95,1180.25
5/1/2015,2108.29,1032.05,5814.54,1228.105,2615.78,1682.27,1175.95
5/4/2015,2114.49,1036.66,5838.93,1233.217,2611.58,1683.98,
5/5/2015,2089.46,1024.79,5754.91,1215.417,2605.4,1683.73,1197
5/6/2015,2080.15,1020.58,5773.85,1219.358,2594.28,1680.9,1194.25
5/7/2015,2088,1023.75,5803.57,1225.542,2603.42,1679.53,1187
5/8/2015,2116.1,1036.86,5848.08,1234.928,2608.83,1683.68,1186
5/11/2015,2105.33,1031.14,5852.59,1235.832,2588.17,1683.87,1189.25
5/12/2015,2099.12,1028.5,5839.96,1233.129,2590.73,1678.54,1191.5
5/13/2015,2098.48,1028.33,5837.05,1232.275,2587.06,1681.48,1210.5
5/14/2015,2121.1,1037.34,5898.37,1245.106,2592.89,1682.25,1225
5/15/2015,2122.73,1038.28,5893.04,1243.948,2611.07,1684.36,1220.5
5/18/2015,2129.2,1042.05,5957.64,1257.524,2596.62,1684.02,1223.5
5/19/2015,2127.83,1041.89,5949.11,1255.658,2589.97,1683.01,1214.3
5/20/2015,2125.85,1041.41,5959.21,1257.737,2588.24,1681.99,1210.5
5/21/2015,2130.82,1042.78,5955.01,1256.737,2597.75,1684.08,1205
5/22/2015,2126.06,1039.93,5933.69,1252.224,2589.5,1684.18,1204.1
5/26/2015,2104.2,1029.52,5869.98,1238.756,2607.07,1685.26,1185.4
5/27/2015,2123.48,1037.6,5944.54,1254.357,2607.23,1686.03,1185.85
5/28/2015,2120.79,1037.33,5939.46,1253.098,2607.01,1686.15,1185
5/29/2015,2107.39,1032.49,5908.42,1246.532,2611.64,1687.05,1191.4
6/1/2015,2111.73,1033.54,5923.31,1249.617,2591.16,1686.54,1199.9
6/2/2015,2109.6,1032.48,5933.66,1251.797,2579.59,1685.04,1192.8
6/3/2015,2114.07,1034.43,5994.65,1264.582,2567.67,1682.52,1190
6/4/2015,2095.84,1025.65,5931.9,1251.286,2579.93,1679.45,1176
6/5/2015,2092.83,1025.61,5978.06,1261.007,2565.72,1674.41,1164.6
6/8/2015,2079.28,1019.71,5943.66,1253.7,2569.47,1673.39,1172.8
6/9/2015,2080.15,1020.9,5924.74,1249.658,2561.03,1669.24,1177.4
6/10/2015,2105.2,1032.92,6007.16,1266.927,2550.75,1670.08,1188.5
6/11/2015,2108.86,1035.44,6017.88,1268.92,2566.75,1672.87,1178.5
6/12/2015,2094.11,1028.33,5999.77,1265.022,2565.38,1671.37,1182.8
6/15/2015,2084.43,1023.73,5981.15,1261.038,2567.07,1667.71,1181.4
6/16/2015,2096.29,1029.67,6021.58,1269.53,2571.51,1665.98,1177.75
6/17/2015,2100.44,1030.95,6016.11,1268.332,2571.85,1668.22,1178
6/18/2015,2121.24,1039.72,6093.88,1284.676,2563.47,1670.11,1201.85
6/19/2015,2109.99,1033.69,6093.81,1284.661,2576.78,1672.59,1203.4
6/22/2015,2122.85,1038.75,6130.58,1292.392,2562.15,1674.95,1185.5
6/23/2015,2124.2,1039.7,6147.08,1295.799,2555.08,1674.08,1178
6/24/2015,2108.58,1031.56,6091.18,1283.917,2562.58,1673.13,1173.75
6/25/2015,2102.31,1027.78,6088.39,1283.281,2559.57,1671.69,1172.65
6/26/2015,2101.49,1028.77,6074.67,1279.794,2546.5,1668.65,1170.5
6/29/2015,2057.64,1008.2,5918.15,1246.754,2562.08,1661.29,1176
6/30/2015,2063.11,1009.87,5952.67,1253.947,2563.65,1661.94,1171
7/1/2015,2077.42,1015.06,5964.56,1256.397,2553.52,1665.46,1168
7/2/2015,2076.78,1015.02,5926.02,1248.259,2558.91,1666.16,1165.25
7/3/2015,,,,,,,1167.95
7/6/2015,2068.76,1009.44,5919.95,1246.959,2576.16,1662.15,1166
7/7/2015,2081.34,1015.6,5925.23,1248.052,2583.24,1659,1156.25
7/8/2015,2046.68,998.8,5834.85,1228.965,2587.22,1656.83,1158.5
7/9/2015,2051.31,1001.31,5859.54,1234.154,2570.45,1658.33,1164.25
7/10/2015,2076.62,1011.17,5944.37,1252.021,2552.56,1660.33,1159.3
7/13/2015,2099.6,1020.42,6008.03,1265.347,2552.5,1662.84,1154
7/14/2015,2108.95,1025.1,6046.12,1273.328,2554.98,1663.59,1157.4
7/15/2015,2107.4,1023.19,6004.69,1264.521,2561.94,1665.5,1147.4
7/16/2015,2124.29,1029.55,6044.17,1272.832,2562.62,1665.47,1144.4
7/17/2015,2126.64,1024.97,6016.92,1267.092,2565.68,1661.46,1132.8
7/20/2015,2128.28,1022.04,5984.38,1260.225,2560.34,1659.38,1104.6
7/21/2015,2119.21,1017.86,5957.58,1254.574,2564.93,1654.78,1105.6
7/22/2015,2114.15,1017.58,5975.84,1258.35,2568.01,1648.08,1088.6
7/23/2015,2102.15,1012.18,5912.43,1244.971,2575.35,1646.99,1097.4
7/24/2015,2079.65,1001.2,5822.3,1225.992,2573.44,1644.83,1080.8
7/27/2015,2067.64,995.72,5768.38,1214.614,2576.1,1638.64,1100
7/28/2015,2093.25,1007.81,5815.88,1224.599,2573.38,1640.86,1096.2
7/29/2015,2108.57,1017.3,5839.94,1229.6,2570.09,1647.5,1090.25
7/30/2015,2108.63,1017.24,5852.03,1232.071,2574.18,1651.94,1087.5
7/31/2015,2103.84,1012.87,5883.49,1238.68,2580.95,1652.26,1098.4
8/3/2015,2098.04,1008.74,5850.99,1231.79,2589.56,1650.69,1091.9
8/4/2015,2093.32,1006,5837.19,1228.847,2580.62,1649.93,1090.65
8/5/2015,2099.84,1007.93,5851.42,1231.753,2571.18,1649.65,1085.1
8/6/2015,2083.56,1004.89,5776.34,1215.846,2574.28,1644.59,1089.75
8/7/2015,2077.57,1001.41,5733.92,1206.9,2582.68,1638.96,1093.5
8/10/2015,2104.18,1015.98,5809.1,1222.672,2572.06,1638.44,1097
8/11/2015,2084.07,1006.64,5754.34,1211.137,2586.64,1631.92,1108.25
8/12/2015,2086.05,1007.86,5745.11,1208.98,2581.54,1626.26,1119
8/13/2015,2083.39,1005.55,5725.73,1204.739,2573.39,1629.82,1116.75
8/14/2015,2091.54,1010.19,5763.72,1212.688,2574.06,1629.55,1118.25
8/17/2015,2102.44,1013.77,5822.85,1225.091,2582.85,1629.56,1118.8
8/18/2015,2096.92,1010.64,5774.54,1214.885,2574.26,1628.41,1111.45
8/19/2015,2079.61,999.79,5718.27,1202.979,2582.83,1625.05,1126.15
8/20/2015,2035.73,979.94,5573.7,1172.523,2587.94,1621.66,1147.7
8/21/2015,1970.89,952.28,5499.03,1156.788,2590.05,1616.85,1156.5
8/24/2015,1893.21,912.48,5284.73,1111.692,2590.39,1603.68,1166.5
8/25/2015,1867.61,896.94,5248.67,1104.097,2567.49,1612.17,1137.5
8/26/2015,1940.51,927.88,5382.6,1132.188,2559.79,1610.95,1120.75
8/27/2015,1987.66,952.98,5485,1153.608,2568.04,1618.65,1119
8/28/2015,1988.87,954.8,5530.01,1162.913,2565.76,1621.63,1135
8/31/2015,1972.18,949.84,5513.76,1159.455,2565.67,1623.48,
9/1/2015,1913.85,920.74,5364.59,1128.052,2567.89,1621.58,1142.3
9/2/2015,1948.86,933.95,5450.51,1146.028,2565.32,1622.88,1137.75
9/3/2015,1951.13,937.4,5446.53,1145.153,2572.39,1626.75,1128
9/4/2015,1921.22,921.47,5403.9,1136.168,2580.6,1626,1118.25
9/7/2015,,,,,,,1119.5
9/8/2015,1969.41,943.56,5525.94,1161.763,2571.24,1630.47,1121.15
9/9/2015,1942.04,930.06,5462,1148.225,2578.85,1634.4,1109.85
9/10/2015,1952.29,933.42,5485.14,1153.03,2571.69,1633.67,1109.5
9/11/2015,1961.05,935.52,5508.95,1157.792,2577.5,1633.43,1100.25
9/14/2015,1953.03,931.74,5489.05,1153.499,2577.53,1633.04,1104.8
9/15/2015,1978.09,943.98,5548.75,1165.995,2559.76,1631.95,1105.95
9/16/2015,1995.31,953.93,5592.92,1175.201,2559.11,1627.47,1117.6
9/17/2015,1990.2,949.38,5619.23,1180.693,2575.82,1626.71,1117.5
9/18/2015,1958.03,931.49,5536.83,1163.346,2590.32,1624.44,1141.5
9/21/2015,1966.97,936.24,5526.09,1161.087,2575.56,1623.17,1133.25
9/22/2015,1942.74,924.7,5440.29,1143.033,2589.61,1613.78,1122.9
9/23/2015,1938.76,922.06,5426.52,1140.052,2587.02,1612.95,1131.35
9/24/2015,1932.24,919.78,5414.81,1137.536,2588.65,1603.82,1154.5
9/25/2015,1931.34,922.48,5344.68,1122.789,2579.93,1600.94,1146.65
9/28/2015,1881.77,900.11,5194.32,1090.57,2588.04,1584.32,1131.05
9/29/2015,1884.09,903.05,5163.09,1083.907,2586.49,1578.76,1132.1
9/30/2015,1920.03,919.19,5243.24,1100.688,2584.8,1581.23,1114
10/1/2015,1923.82,919.24,5228.88,1097.552,2585.18,1577.98,1119
10/2/2015,1951.36,932.81,5307.94,1114.12,2592.39,1572.49,1140.75
10/5/2015,1987.05,952.83,5439.22,1141.637,2584.51,1583.87,1139.75
10/6/2015,1979.92,953.11,5401.4,1133.691,2592.69,1591.71,1147.5
10/7/2015,1995.83,962.18,5491.79,1152.604,2594.39,1603.94,1144.6
10/8/2015,2013.43,972.53,5542.6,1163.244,2587.2,1606.34,1140
10/9/2015,2014.89,969.75,5552.73,1165.356,2592.38,1615.24,1151.55
10/12/2015,2017.46,969.23,5548.2,1164.405,,,1164.9
10/13/2015,2003.69,962.44,5469.77,1147.841,2598.42,1613.25,1165.2
10/14/2015,1994.24,958.58,5418.34,1136.972,2609.96,1612.05,1173.9
10/15/2015,2023.86,972.95,5541.33,1162.771,2601.5,1611.8,1184.25
10/16/2015,2033.11,976.89,5539.16,1162.309,2603.26,1616.31,1180.85
10/19/2015,2033.66,974.15,5548.69,1164.296,2603.52,1618.15,1175.4
10/20/2015,2030.77,974.74,5543.82,1163.27,2597.7,1622.04,1177.75
10/21/2015,2018.94,967.91,5456.81,1144.948,2608.19,1622.92,1167.1
10/22/2015,2052.51,982.58,5502.57,1154.524,2612.47,1621.53,1167
10/23/2015,2075.15,989.92,5557.67,1166.058,2607.14,1626.11,1161.25
10/26/2015,2071.18,984.51,5526.53,1159.501,2614.2,1625.94,1166.4
10/27/2015,2065.89,979.62,5458.93,1145.291,2616.91,1623.41,1165.7
10/28/2015,2090.35,994.09,5618.64,1178.716,2606.77,1624.63,1179.6
10/29/2015,2089.41,991.49,5556.55,1165.625,2592.27,1624.73,1148.6
10/30/2015,2079.36,987.06,5538.65,1161.863,2595.6,1624.7,1142.35
11/2/2015,2104.05,1001.07,5654.21,1186.091,2591.26,1627.5,1134
11/3/2015,2109.79,1005.04,5680.65,1191.578,2586.18,1630.03,1123.1
11/4/2015,2102.31,1000.84,5675.33,1190.385,2586.77,1629.93,1114.7
11/5/2015,2099.93,998.4,5677.14,1190.689,2584.85,1625.63,1106.3
11/6/2015,2099.2,998.36,5721.04,1199.747,2571.32,1619.31,1088.9
11/9/2015,2078.58,988.5,5648.15,1184.432,2571.67,1613.14,1089.6
11/10/2015,2081.72,991.23,5664.19,1187.697,2574.5,1609.41,1087.1
11/11/2015,2075,986.78,5618.28,1178.071,,,1085.9
11/12/2015,2045.97,970.7,5508.4,1154.809,2572.78,1601.75,1087.4
11/13/2015,2023.04,963.39,5469.31,1146.549,2577.24,1596.26,1081.5
11/16/2015,2053.19,978.66,5514.96,1156.083,2576.29,1593.17,1084.75
11/17/2015,2050.44,975.32,5501.5,1153.21,2580.8,1599.01,1079.2
11/18/2015,2083.58,989.64,5590.45,1171.75,2580.47,1597.44,1067.75
11/19/2015,2081.24,988.11,5566.75,1166.728,2585.67,1591.82,1082.6
11/20/2015,2089.17,989.13,5607.13,1175.151,2583.42,1588.13,1081.75
11/23/2015,2086.59,987.56,5632.08,1180.359,2585.6,1586.94,1070.5
11/24/2015,2089.14,991.05,5672.64,1188.814,2585.65,1583.99,1076.4
11/25/2015,2088.87,989.84,5717.31,1198.015,2587.49,1585.72,1068
11/26/2015,,,,,,,1071
11/27/2015,2090.11,990.43,5738.91,1202.375,2588.27,1585.97,1057.4
11/30/2015,2080.41,987.99,5718.81,1198.111,2589.92,1588.59,1061.9
12/1/2015,2102.63,998.55,5747.77,1204.159,2602.04,1592.25,1065.4
12/2/2015,2079.51,985.03,5688.8,1191.686,2600.35,1594.32,1055.4
12/3/2015,2049.62,971.15,5588.08,1170.566,2574.15,1588.66,1055.45
12/4/2015,2091.69,987.91,5649.52,1183.397,2585.27,1585,1079.25
12/7/2015,2077.07,978.27,5558.53,1164.296,2594.14,1578.69,1075.8
12/8/2015,2063.59,967.86,5535.58,1159.397,2586.73,1568.39,1072.1
12/9/2015,2047.62,963.82,5471.34,1145.872,2590.39,1566.93,1081
12/10/2015,2052.23,965.48,5486.63,1149.023,2584.87,1564.53,1071
12/11/2015,2012.37,947.36,5366.38,1123.608,2595.6,1547.69,1072.5
12/14/2015,2021.94,948.95,5329.64,1115.858,2573.56,1526.98,1068.25
12/15/2015,2043.41,963.74,5404.91,1131.552,2567.05,1539.38,1061.5
12/16/2015,2073.07,976.18,5488.68,1148.974,2565.07,1544.09,1075.25
12/17/2015,2041.89,960.98,5423.93,1135.361,2574.83,1543.53,1049.4
12/18/2015,2005.55,944.44,5355.69,1121.02,2577.88,1533,1062.5
12/21/2015,2021.15,951.15,5387.9,1127.742,2576.29,1532.39,1078.75
12/22/2015,2038.97,960.51,5435.73,1137.686,2569.89,1535.34,1074.9
12/23/2015,2064.29,976.18,5508.71,1152.817,2566.74,1541.14,1068.25
12/24/2015,2060.99,974.47,5518.04,1154.757,2570.91,1542.41,
12/28/2015,2056.5,969.99,5487.04,1148.213,2575.3,1543.56,
12/29/2015,2078.36,979.05,5548.99,1160.522,2560.93,1547.21,1070.1
12/30/2015,2063.36,971.79,5497.4,1149.643,2564.12,1547.88,1060
12/31/2015,2043.94,964.61,5431.67,1135.889,2569.73,1548.58,
1/4/2016,2012.66,952.12,5301.44,1108.624,2572.39,1543.44,1082.25
1/5/2016,2016.71,954.63,5310.27,1110.439,2571.36,1548.48,1077
1/6/2016,1990.26,939.28,5233.65,1094.366,2583.04,1548.38,1091.4
1/7/2016,1943.09,917.77,5091.21,1064.566,2582.2,1542.36,1106.35
1/8/2016,1922.03,906.48,5003.39,1046.202,2585.65,1544.04,1101.85
1/11/2016,1923.67,906.2,4982.84,1041.896,2579.56,1539.82,1100.75
1/12/2016,1938.68,910.51,4996.25,1044.697,2588.38,1536.94,1085.4
1/13/2016,1890.28,891.33,4831.94,1010.187,2591.14,1530.43,1088.15
1/14/2016,1921.84,905.79,4906.06,1025.667,2577.26,1521.9,1088.4
1/15/2016,1880.33,885.57,4820.49,1007.725,2582.32,1504.69,1093.75
1/18/2016,,,,,,,1089.2
1/19/2016,1881.33,883.31,4759.05,994.869,2579.31,1505.9,1086.25
1/20/2016,1859.33,868.32,4780.61,999.315,2576.03,1484.43,1101.75
1/21/2016,1868.99,873.42,4771.28,997.342,2567.28,1491.81,1096.5
1/22/2016,1906.9,890.45,4882.84,1020.66,2569.53,1506.55,1096.25
1/25/2016,1877.08,873.19,4771.63,997.373,2571.36,1509.98,1106.6
1/26/2016,1903.63,890.29,4870.2,1017.974,2572.4,1511.83,1113.6
1/27/2016,1882.95,885.74,4797.61,1002.747,2570.32,1514.49,1116.25
1/28/2016,1893.36,889.02,4800.33,1003.273,2570.23,1518.29,1114
1/29/2016,1940.24,913.51,4954.04,1035.381,2578.84,1523.69,1111.8
2/1/2016,1939.38,910.33,4939.73,1032.388,2570.02,1520.83,1126.5
2/2/2016,1903.03,891.73,4827.18,1008.835,2582.9,1513.18,1128.5
2/3/2016,1912.53,899.29,4834.53,1010.298,2576.48,1509.81,1132
2/4/2016,1915.45,903.3,4856.68,1014.789,2578.91,1511.45,1156.35
2/5/2016,1880.05,891.52,4717.28,985.618,2581.82,1506.58,1150.35
2/8/2016,1853.44,879.05,4639.88,969.338,2593.68,1488.09,1193.25
2/9/2016,1852.21,875.94,4614.01,963.895,2586.69,1480.64,1191
2/10/2016,1851.86,873.92,4612.5,963.481,2591.39,1485.45,1190
2/11/2016,1829.08,859.25,4566.62,953.715,2588.83,1468.74,1241
2/12/2016,1864.78,878.97,4654.3,971.99,2573.29,1477.2,1239.75
2/15/2016,,,,,,,1208.2
2/16/2016,1895.58,892.53,4768.47,995.802,2572.61,1485.51,1209.5
2/17/2016,1926.82,906.22,4842.2,1011.133,2567.32,1497.43,1210
2/18/2016,1917.83,904.02,4811.58,1004.706,2582.72,1503.8,1210.1
2/19/2016,1917.78,902.15,4837.07,1010.011,2584.88,1500.02,1231.15
2/22/2016,1945.5,916.58,4893.29,1021.736,2586.05,1507.82,1211
2/23/2016,1921.27,903.83,4847.5,1012.151,2591.52,1507.94,1221.35
2/24/2016,1929.8,907.41,4895.38,1022.077,2590.07,1504.04,1250.75
2/25/2016,1951.7,917.95,4941.53,1031.576,2600.64,1512.65,1236
2/26/2016,1948.05,917.43,4969.28,1037.183,2593.08,1523.78,1226.5
2/29/2016,1932.23,910.13,4953.82,1033.901,2599.67,1532.4,1234.9
3/1/2016,1978.35,930.13,5052.58,1054.494,2588.83,1545.98,1236.5
3/2/2016,1986.45,938.79,5106.68,1065.673,2593.11,1555.62,1239.2
3/3/2016,1993.4,944.59,5156.67,1076.048,2600.36,1560.62,1250.25
3/4/2016,1999.99,949.54,5185.09,1081.935,2597.54,1571.69,1277.5
3/7/2016,2001.76,954.49,5243.89,1094.146,2601.46,1576.75,1267.9
3/8/2016,1979.26,939.42,5118.46,1067.878,2614.44,1575.33,1267
3/9/2016,1989.26,944.92,5142.44,1072.765,2607.91,1572.44,1246.4
3/10/2016,1989.57,944.88,5100.52,1063.989,2608.39,1577.75,1266.5
3/11/2016,2022.19,961.8,5214.69,1087.557,2610.92,1590.08,1264.75
3/14/2016,2019.64,958.73,5199.36,1084.25,2622.6,1594.14,1242.75
3/15/2016,2015.93,955.73,5115.43,1066.666,2624.46,1589.12,1232
3/16/2016,2027.22,961.01,5153.44,1074.511,2628.15,1586.96,1228.5
3/17/2016,2040.59,970.53,5234.18,1091.253,2637.1,1597.11,1266.5
3/18/2016,2049.58,975.09,5284.31,1101.673,2646.14,1606.54,1252.1
3/21/2016,2051.6,975.19,5269.55,1098.578,2640.42,1609.14,1244.9
3/22/2016,2049.8,973.4,5264.05,1097.339,2644.22,1607.16,1252.5
3/23/2016,2036.71,965.34,5160.55,1075.699,2657.8,1604.76,1217.6
3/24/2016,2035.94,964.76,5179.06,1079.537,2651.6,1595.02,1221
3/28/2016,2037.05,965.22,5182.54,1080.231,2656.12,1593.75,
3/29/2016,2055.01,971.52,5323.93,1109.082,2664.92,1588.66,1226
3/30/2016,2063.95,975.44,5331.42,1110.442,2662.77,1596.51,1236.25
3/31/2016,2059.74,973.65,5349.19,1114.028,2671.78,1600.51,1237
4/1/2016,2072.78,977.52,5366.81,1117.684,2670.59,1600.35,1213.6
4/4/2016,2066.13,972.76,5323.14,1108.541,2674.95,1603.23,1219.75
4/5/2016,2045.17,961.97,5262.3,1095.854,2684.66,1599.09,1231.25
4/6/2016,2066.66,970.61,5324.85,1108.813,2680.71,1604.33,1221.4
