Date,IG_Spread,HY_Spread,HY_Change,IG_Change,HY_IG_Spread
2000-02-14,1.14,4.82,0.0,0.0,3.6800000000000006
2000-02-15,1.14,4.82,0.0,0.0,3.6800000000000006
2000-02-16,1.14,4.82,0.0,0.0,3.6800000000000006
2000-02-17,1.14,4.82,0.0,0.0,3.6800000000000006
2000-02-18,1.14,4.82,0.0,0.0,3.6800000000000006
2000-02-22,1.14,4.82,0.0,0.0,3.6800000000000006
2000-02-23,1.14,4.82,0.0,0.0,3.6800000000000006
2000-02-24,1.14,4.82,0.0,0.0,3.6800000000000006
2000-02-25,1.14,4.82,0.0,0.0,3.6800000000000006
2000-02-28,1.14,4.82,0.0,0.0,3.6800000000000006
2000-02-29,1.13,4.97,0.14999999999999947,-0.010000000000000009,3.84
2000-03-01,1.13,4.97,0.0,0.0,3.84
2000-03-02,1.13,4.97,0.0,0.0,3.84
2000-03-03,1.13,4.97,0.0,0.0,3.84
2000-03-06,1.13,4.97,0.0,0.0,3.84
2000-03-07,1.13,4.97,0.0,0.0,3.84
2000-03-08,1.13,4.97,0.0,0.0,3.84
2000-03-09,1.13,4.97,0.0,0.0,3.84
2000-03-10,1.13,4.97,0.0,0.0,3.84
2000-03-13,1.13,4.97,0.0,0.0,3.84
2000-03-14,1.13,4.97,0.0,0.0,3.84
2000-03-15,1.13,4.97,0.0,0.0,3.84
2000-03-16,1.13,4.97,0.0,0.0,3.84
2000-03-17,1.13,4.97,0.0,0.0,3.84
2000-03-20,1.13,4.97,0.0,0.0,3.84
2000-03-21,1.13,4.97,0.0,0.0,3.84
2000-03-22,1.13,4.97,0.0,0.0,3.84
2000-03-23,1.13,4.97,0.0,0.0,3.84
2000-03-24,1.13,4.97,0.0,0.0,3.84
2000-03-27,1.13,4.97,0.0,0.0,3.84
2000-03-28,1.13,4.97,0.0,0.0,3.84
2000-03-29,1.13,4.97,0.0,0.0,3.84
2000-03-30,1.13,4.97,0.0,0.0,3.84
2000-03-31,1.58,5.79,0.8200000000000003,0.4500000000000002,4.21
2000-04-03,1.58,5.79,0.0,0.0,4.21
2000-04-04,1.58,5.79,0.0,0.0,4.21
2000-04-05,1.58,5.79,0.0,0.0,4.21
2000-04-06,1.58,5.79,0.0,0.0,4.21
2000-04-07,1.58,5.79,0.0,0.0,4.21
2000-04-10,1.58,5.79,0.0,0.0,4.21
2000-04-11,1.58,5.79,0.0,0.0,4.21
2000-04-12,1.58,5.79,0.0,0.0,4.21
2000-04-13,1.58,5.79,0.0,0.0,4.21
2000-04-14,1.58,5.79,0.0,0.0,4.21
2000-04-17,1.58,5.79,0.0,0.0,4.21
2000-04-18,1.58,5.79,0.0,0.0,4.21
2000-04-19,1.58,5.79,0.0,0.0,4.21
2000-04-20,1.58,5.79,0.0,0.0,4.21
2000-04-24,1.58,5.79,0.0,0.0,4.21
2000-04-25,1.58,5.79,0.0,0.0,4.21
2000-04-26,1.58,5.79,0.0,0.0,4.21
2000-04-27,1.58,5.79,0.0,0.0,4.21
2000-04-28,1.73,5.84,0.04999999999999982,0.1499999999999999,4.109999999999999
2000-05-01,1.73,5.84,0.0,0.0,4.109999999999999
2000-05-02,1.73,5.84,0.0,0.0,4.109999999999999
2000-05-03,1.73,5.84,0.0,0.0,4.109999999999999
2000-05-04,1.73,5.84,0.0,0.0,4.109999999999999
2000-05-05,1.73,5.84,0.0,0.0,4.109999999999999
2000-05-08,1.73,5.84,0.0,0.0,4.109999999999999
2000-05-09,1.73,5.84,0.0,0.0,4.109999999999999
2000-05-10,1.73,5.84,0.0,0.0,4.109999999999999
