Date,VIX,VIXChange,VIX3m-VIX
2013-05-23,14.07,0.01792805278677396,10.2999548624941
2013-05-24,13.99,-0.005702082448907839,10.241390797888593
2013-05-28,14.48,0.03442559828018061,10.600095693597343
2013-05-29,14.83,0.023883769192270372,10.85631347624645
2013-05-30,14.53,-0.02043667856764928,10.636698233975784
2013-05-31,16.3,0.11494963023052521,11.932428163372698
2013-06-03,16.28,-0.0012277472383224036,11.917787147221322
2013-06-04,16.27,-0.0006144393434478832,11.910466639145632
2013-06-05,17.5,0.07287795969852197,12.810889132455351
2013-06-06,16.63,-0.05099258772463217,12.174004929870428
2013-06-07,15.14,-0.09386804519553349,11.083249226592802
2013-06-10,15.44,0.01962129658732731,11.302864468863463
2013-06-11,17.07,0.10036099220971927,12.496107285200733
2013-06-12,18.59,0.08530126492700342,13.608824512705429
2013-06-13,16.41,-0.1247328966313531,12.012953752205274
2013-06-14,17.15,0.04410726850994941,12.554671349806242
2013-06-17,16.8,-0.020619287202735592,12.298453567157136
2013-06-18,16.61,-0.011373962784009808,12.159363913719051
2013-06-19,16.64,0.001804511767859139,12.181325437946118
2013-06-20,20.49,0.20812752685774566,14.999721047086293
2013-06-21,18.9,-0.08077504018521173,13.835760263051775
2013-06-24,20.11,0.062055281718964045,14.721541740210121
2013-06-25,18.47,-0.08506940957341216,13.52097841579716
2013-06-26,17.21,-0.07065718398770046,12.598594398260378
2013-06-27,16.86,-0.020546657649738728,12.342376615611268
2013-06-28,16.86,0.0,12.342376615611268
2013-07-01,16.37,-0.029493561190665825,11.983671719902521
2013-07-02,16.44,0.0042669982449902635,12.034915276432343
2013-07-03,16.2,-0.014706147389695562,11.85922308261581
2013-07-05,14.89,-0.08432139554242073,10.900236524700581
2013-07-08,14.78,-0.00741493117586199,10.819710935868004
2013-07-09,14.35,-0.02952497331442555,10.504929088613386
2013-07-10,14.21,-0.009804000096620743,10.402441975553746
2013-07-11,14.01,-0.014174581760093681,10.25603181403997
2013-07-12,13.84,-0.01220841015939207,10.13158317675326
2013-07-15,13.79,-0.0036192583843130685,10.094980636374817
2013-07-16,14.42,0.0446724400515926,10.556172645143208
2013-07-17,13.78,-0.0453978662712906,10.087660128299126
2013-07-18,13.77,-0.0007259528449490165,10.080339620223437
2013-07-19,12.54,-0.09356877753578882,9.179917126913718
2013-07-22,12.29,-0.020137611626831194,8.996904425021501
2013-07-23,12.66,0.0296614931380867,9.267763223821987
2013-07-24,13.18,0.04025311235833108,9.648429643757801
2013-07-25,12.97,-0.016061530746008627,9.494698974168339
2013-07-26,12.72,-0.01946344041637643,9.311686272276118
2013-07-29,13.39,0.051332601791104965,9.802160313347265
2013-07-30,13.39,0.0,9.802160313347265
2013-07-31,13.45,0.004470946344766853,9.846083361801398
2013-08-01,12.94,-0.03865581697509364,9.472737449941272
2013-08-02,11.98,-0.07708469638545119,8.769968674675148
2013-08-05,11.84,-0.011754963231443732,8.667481561615507
2013-08-06,12.72,0.07169192845611648,9.311686272276118
2013-08-07,12.98,0.02023415336396779,9.502019482244027
2013-08-08,12.73,-0.019448298706628793,9.319006780351806
2013-08-09,13.41,0.052039284724271974,9.816801329498642
2013-08-12,12.81,-0.045774581384944286,9.377570844957317
2013-08-13,12.31,-0.03981417571228078,9.01154544117288
2013-08-14,13.04,0.05760961630214466,9.54594253069816
2013-08-15,14.73,0.12186467397603208,10.78310839548956
2013-08-16,14.37,-0.0247435303836054,10.519570104764766
2013-08-19,15.1,0.04955204372994519,11.053967194290044
2013-08-20,14.91,-0.012662615044231525,10.914877540851958
2013-08-21,15.94,0.06679954458542198,11.6688898726479
2013-08-22,14.76,-0.07691085418974253,10.805069919716628
2013-08-23,13.98,-0.05429308236666225,10.234070289812905
2013-08-26,14.99,0.06975557530884208,10.973441605457468
2013-08-27,16.77,0.11220826372061105,12.27649204293007
2013-08-28,16.49,-0.016837439263610022,12.071517816810783
2013-08-29,16.81,0.01921981084901664,12.305774075232826
2013-08-30,17.01,0.011827458987246405,12.452184236746604
2013-09-03,16.61,-0.02379648278256704,12.159363913719051
2013-09-04,15.88,-0.04494446780621378,11.624966824193772
2013-09-05,15.77,-0.006951054844042699,11.544441235361194
2013-09-06,15.85,0.005060099348342552,11.603005299966702
2013-09-09,15.63,-0.013977355889904269,11.441954122301551
2013-09-10,14.53,-0.07297666685119378,10.636698233975784
2013-09-11,13.82,-0.05009865924266763,10.116942160601884
2013-09-12,14.29,0.03344317360225214,10.461006040159255
2013-09-13,14.16,-0.009138903676202294,10.3658394351753
2013-09-16,14.38,0.015417264027327033,10.526890612840456
2013-09-17,14.53,0.01037712528929073,10.636698233975784
2013-09-18,13.59,-0.0668812494191391,9.94857047486104
2013-09-19,13.16,-0.03215230226588118,9.633788627606425
2013-09-20,13.12,-0.003044142381228244,9.604506595303667
2013-09-23,14.31,0.08682081005241665,10.475647056310633
2013-09-24,14.08,-0.01620324283846322,10.307275370569792
2013-09-25,14.01,-0.004983990380980737,10.25603181403997
2013-09-26,14.06,0.0035625260336033114,10.292634354418412
2013-09-27,15.46,0.09492215677675714,11.317505485014841
2013-09-30,16.6,0.07114665220322174,12.152043405643361
2013-10-01,15.54,-0.06598535042299626,11.37606954962035
2013-10-02,16.6,0.06598535042299632,12.152043405643361
2013-10-03,17.67,0.062465590969107525,12.935337769742063
2013-10-04,16.74,-0.05406722127027594,12.254530518703003
2013-10-07,19.41,0.14798733211958964,14.209106174911906
2013-10-08,20.34,0.04680099343949499,14.889913425950962
2013-10-09,19.6,-0.037059824383942265,14.348195828349994
2013-10-10,16.48,-0.17338204175514593,12.064197308735096
2013-10-11,15.72,-0.04721373748026513,11.50783869498275
2013-10-14,16.07,0.022020392748360776,11.764056477631858
2013-10-15,18.66,0.14942801566977656,13.660068069235248
2013-10-16,14.71,-0.23785466080585158,10.768467379338183
2013-10-17,13.48,-0.08732042912918518,9.868044886028464
2013-10-18,13.04,-0.03318554898565421,9.54594253069816
2013-10-21,13.16,0.009160369398664416,9.633788627606425
2013-10-22,13.33,0.012835208293446072,9.758237264893134
2013-10-23,13.42,0.006728997352918381,9.824121837574333
2013-10-24,13.2,-0.016529301951210582,9.663070659909177
2013-10-25,13.09,-0.00836824967051658,9.582545071076602
2013-10-28,13.31,0.016667052485211643,9.743596248741754
2013-10-29,13.41,0.007485064886566927,9.816801329498642
2013-10-30,13.65,0.01773882433738163,9.992493523315174
2013-10-31,13.75,0.007299302481611535,10.065698604072061
2013-11-01,13.28,-0.03477968006429253,9.721634724514688
2013-11-04,12.93,-0.026708951264521677,9.46541694186558
2013-11-05,13.27,0.025955655560350073,9.714314216439
2013-11-06,12.67,-0.046268854011068464,9.275083731897675
2013-11-07,13.91,0.09337101160230378,10.182826733283083
2013-11-08,12.9,-0.07538069456772506,9.443455417638516
2013-11-11,12.53,-0.029101542459649618,9.17259661883803
2013-11-12,12.82,0.02288068258454703,9.384891353033005
2013-11-13,12.52,-0.02367908582057155,9.165276110762342
2013-11-14,12.37,-0.01205317926755601,9.055468489627009
2013-11-15,12.19,-0.014658242911216337,8.923699344264614
2013-11-18,13.1,0.07199628671392566,9.58986557915229
2013-11-19,13.39,0.02189592949597539,9.802160313347265
2013-11-20,13.4,0.000746547253784563,9.809480821422953
2013-11-21,12.66,-0.056807290240835515,9.267763223821987
2013-11-22,12.26,-0.032105486207964856,8.974942900794433
2013-11-25,12.79,0.042321685082685835,9.362929828805939
2013-11-26,12.81,0.0015625003178916343,9.377570844957317
2013-11-27,12.98,0.013183595367301073,9.502019482244027
2013-11-29,13.7,0.05398612155813527,10.029096063693618
2013-12-02,14.23,0.03795657926768184,10.417082991705122
2013-12-03,14.55,0.022238581515740444,10.651339250127165
2013-12-04,14.7,0.010256500167189061,10.761146871262493
2013-12-05,15.08,0.025521868795119553,11.039326178138667
2013-12-06,13.79,-0.08942567077459959,10.094980636374817
2013-12-09,13.49,-0.0219950215855459,9.875365394104152
2013-12-10,13.91,0.030659335715687023,10.182826733283083
2013-12-11,15.42,0.10305736219983193,11.288223452712087
2013-12-12,15.54,0.007751976804317924,11.37606954962035
2013-12-13,15.76,0.01405773949023173,11.537120727285503
2013-12-16,16.03,0.0169868821917285,11.734774445329101
2013-12-17,16.21,0.011166369126123081,11.8665435906915
2013-12-18,13.8,-0.16095974358442577,10.102301144450507
2013-12-19,14.15,0.025046031926087516,10.358518927099611
