Date,CPI_change_lag1,CPI_yoy_lag1,CPI_change_3m_lag1,Inflation_Regime_lag1,UMich_Sentiment_lag1,CB_Confidence_lag1
2025-01-31,1.075999999999965,0.028706909675099812,0.957333333333319,0.0,74.0,109.5
2025-02-28,1.3570000000000277,0.029909783078999608,1.1100000000000136,0.0,71.7,105.3
2025-03-31,0.7179999999999609,0.028015834477613355,1.0503333333333178,0.0,64.7,100.1
2025-04-30,0.10600000000005139,0.02381981462805549,0.7270000000000133,0.0,57.0,93.9
2025-05-31,0.5169999999999959,0.0232538823025783,0.44700000000000273,0.0,52.2,85.7
2025-06-30,0.31799999999998363,0.023772651073680873,0.313666666666677,0.0,52.2,98.4
2025-07-31,0.8149999999999977,0.02680453865910226,0.5499999999999924,0.0,60.7,95.2
2025-08-31,0.7339999999999804,0.02742618052167134,0.6223333333333206,0.0,61.7,98.7
2025-09-30,1.122000000000014,0.029385917430316155,0.8903333333333308,0.0,58.2,97.8
2025-10-31,0.9540000000000077,0.030225715847133294,0.9366666666666674,1.0,55.1,95.6
2025-11-30,0.0,0.027291362382022122,0.6920000000000073,0.0,53.6,95.5
2025-12-31,0.8179999999999836,0.026964439164939513,0.5906666666666638,0.0,51.0,92.9
2026-01-31,0.9680000000000177,0.02653304114557753,0.5953333333333338,0.0,52.9,94.2
2026-02-28,0.5570000000000164,0.02391201432150014,0.7810000000000059,0.0,56.4,89.0
