Date,M2_growth_lag1,M2_growth_3m_lag1,M2_growth_yoy_lag1
2015-08-31,0.003642956949896803,0.009402238468873891,0.05361040775342696
2015-09-30,0.0037291787519682096,0.010798991871546981,0.0553004626523661
2015-10-31,0.0051106340819022655,0.012534100738571974,0.056844718771431824
2015-11-30,0.004213933086356869,0.013110135079141605,0.05452381157757635
2015-12-31,0.00750907960605951,0.016925363276089733,0.05868903749290877
2016-01-31,0.005756271819436609,0.017578590262775196,0.0572045470062128
2016-02-29,0.011164119826605035,0.024621274089585476,0.06107478060515703
2016-03-31,0.0058198016956458876,0.02290330437606558,0.05672325292716485
2016-04-30,0.004008222809565698,0.021125453063069566,0.061163541797743415
2016-05-31,0.006253162155325009,0.016166115821238725,0.06475331671490481
2016-06-30,0.005310832999442017,0.01565191164448243,0.06790679819070977
2016-07-31,0.0047357439259785306,0.016387869972172897,0.06934094084769438
2016-08-31,0.004231191033608361,0.014345534107960578,0.06996768045081625
2016-09-30,0.006544654682332451,0.015590444112751234,0.07296895640686918
2016-10-31,0.004686129364871894,0.01554029353887798,0.07251579198120583
2016-11-30,0.005613975966362039,0.016938650639362507,0.07401105912377703
2016-12-31,0.0056359482102057434,0.016020560488773317,0.07201428919379715
2017-01-31,0.003385337776431463,0.014705093936446367,0.06948716085857987
2017-02-28,0.005706220232928327,0.01479817212490464,0.06371445450336077
2017-03-31,0.005065932169044496,0.014222962738563938,0.06291719249787664
2017-04-30,0.004547558953986952,0.015397737136473744,0.0634881735390842
2017-05-31,0.0041627331316389515,0.013839376177360307,0.06127884230125624
2017-06-30,0.0039011896037368654,0.01266446631520779,0.05979072075521841
2017-07-31,0.001614877520019986,0.009708088339143606,0.056498844978182916
2017-08-31,0.004203691297401946,0.009749272690932509,0.05646991395134493
2017-09-30,0.004354711005542411,0.010205436016930358,0.054171347666169156
2017-10-31,0.0035839939269186605,0.012191440960591438,0.05301492720212608
2017-11-30,0.004305799009375333,0.012294360869182785,0.05164508758568176
2017-12-31,0.0024043858315045963,0.01032861793602824,0.048265677067555135
2018-01-31,0.004219256861710985,0.010968150179287095,0.04913689645021768
2018-02-28,0.000755411987308996,0.007394210644476873,0.043972291227306615
2018-03-31,0.002659918620868229,0.007651015439301245,0.04147314027987292
2018-04-30,0.004036652518068173,0.00746778707454121,0.04094345373047781
2018-05-31,0.001278251865604929,0.007994133801095593,0.037953318972217875
2018-06-30,0.0039938950461437805,0.009335207066651252,0.038049168964856106
2018-07-31,0.00428346143464009,0.009583318456100276,0.040814824085458
2018-08-31,0.0023624776307320516,0.010676537292995114,0.038906483680830606
2018-09-30,0.0034083451531636832,0.010087089945586492,0.03792756098629191
2018-10-31,0.002419230065966227,0.008212085417005577,0.03672293783502667
2018-11-30,0.0008138180695673736,0.006654388156176916,0.03311824219117754
2018-12-31,0.0014230235394732116,0.004662643993417426,0.032106810776444616
2019-01-31,0.008526008526008377,0.0107830894217682,0.03653316258624284
2019-02-28,0.004442130834634739,0.014447544408148438,0.04035168437549408
2019-03-31,0.0024323670663026764,0.015470015470015364,0.0401155787541585
2019-04-30,0.0030192945328708642,0.009925386083637022,0.03906166315563975
2019-05-31,0.0019586955774715253,0.007428393739418837,0.0397677835308885
2019-06-30,0.006811166746690356,0.011829016937001446,0.04268543907255595
2019-07-31,0.008195771989944367,0.01705096044809462,0.04674734928595181
2019-08-31,0.005622153446947609,0.020769600109746822,0.05015136439655343
2019-09-30,0.005530244997244971,0.019470919656908503,0.052372111340844185
